employee_id,age,gender,department,job_role,education_level,monthly_salary,years_at_company,years_since_promotion,num_projects,avg_weekly_hours,overtime,satisfaction_score,performance_rating,work_life_balance,distance_from_home,marital_status,attrition
EMP-2008,33,Female,Sales,Senior Engineer,Master's,74916.43,7,7,8,36.2,No,4.2,3,3,30,Married,No
EMP-2009,42,Female,Sales,Team Lead,Bachelor's,68392.37,15,0,4,49.0,No,1.3,4,1,19,Single,No
EMP-2010,39,Female,Engineering,Associate,Bachelor's,34607.98,7,7,6,48.5,No,4.1,4,2,24,Married,No
EMP-2011,26,Male,Sales,Senior Engineer,Master's,79603.79,6,4,5,43.8,No,3.6,3,3,28,Single,No
EMP-2012,48,Female,Operations,Team Lead,Bachelor's,59608.8,2,0,3,53.8,Yes,1.0,1,3,25,Married,No
EMP-2013,32,Male,Engineering,Executive,Bachelor's,146023.74,2,2,2,59.1,Yes,2.0,3,1,44,Married,No
EMP-2014,23,Male,HR,Associate,PhD,43650.59,4,1,10,38.7,Yes,2.9,3,2,9,Married,No
EMP-2015,28,Male,Sales,Executive,High School,128103.79,7,1,2,38.6,No,1.8,3,1,5,Single,No
EMP-2016,28,Female,Engineering,Associate,Bachelor's,35080.77,1,0,10,53.4,Yes,1.8,5,1,23,Single,No
EMP-2017,36,Male,Engineering,Director,Master's,132393.65,5,0,2,46.4,No,3.2,3,2,11,Single,No
EMP-2018,34,Male,Engineering,Analyst,Bachelor's,45200.87,2,1,1,54.9,Yes,1.7,3,1,42,Married,Yes
EMP-2019,33,Female,Engineering,Team Lead,Bachelor's,74975.16,9,1,10,38.5,No,4.5,4,5,43,Single,No
EMP-2020,41,Male,Sales,Associate,Bachelor's,32660.62,3,0,10,36.0,No,1.7,5,5,50,Divorced,No
EMP-2021,39,Male,Finance,Associate,Bachelor's,34630.55,3,1,9,52.4,Yes,2.9,3,1,20,Married,No
EMP-2022,39,Male,Marketing,Associate,Master's,35941.14,6,4,8,59.9,No,4.1,4,3,49,Married,No
EMP-2023,39,Male,Operations,Team Lead,Bachelor's,59819.26,5,5,5,37.4,No,2.8,2,5,6,Married,No
EMP-2024,41,Female,Sales,Team Lead,Bachelor's,57957.44,5,0,2,56.6,Yes,2.3,4,1,49,Single,Yes
EMP-2025,22,Male,Marketing,Associate,Bachelor's,30853.3,1,1,6,44.6,No,1.6,4,3,13,Married,No
EMP-2026,33,Male,Marketing,Analyst,PhD,55486.44,4,0,6,35.4,No,1.8,3,3,1,Single,No
EMP-2027,22,Other,Engineering,Analyst,Bachelor's,42935.26,0,0,8,47.8,Yes,2.2,3,1,42,Married,No
EMP-2028,36,Female,Sales,Team Lead,Master's,65543.71,1,1,1,42.0,No,1.9,3,3,26,Married,No
EMP-2029,36,Female,HR,Manager,Bachelor's,82941.29,2,0,1,52.3,Yes,3.0,4,1,21,Married,No
EMP-2030,44,Female,Finance,Team Lead,PhD,84089.29,2,2,6,42.2,No,3.5,2,2,11,Divorced,No
EMP-2031,46,Other,Sales,Associate,Bachelor's,29997.84,0,0,9,47.0,Yes,1.0,4,1,21,Single,Yes
EMP-2032,38,Male,Engineering,Associate,High School,27824.6,2,2,10,40.0,No,2.4,1,4,31,Married,No
EMP-2033,32,Female,Operations,Manager,Bachelor's,80381.62,3,1,6,55.7,Yes,3.5,4,3,8,Single,No
EMP-2034,40,Female,Engineering,Senior Engineer,Bachelor's,80685.74,9,3,4,58.1,Yes,1.2,3,1,48,Married,No
EMP-2035,32,Male,Operations,Analyst,Master's,56723.58,9,3,5,45.1,Yes,3.3,5,1,37,Married,No
EMP-2036,36,Male,Finance,Manager,Master's,112872.33,13,5,6,46.2,Yes,1.0,3,2,44,Single,Yes
EMP-2037,44,Male,Finance,Manager,Master's,117129.69,14,4,7,59.6,Yes,3.8,3,1,3,Married,No
EMP-2038,32,Female,Finance,Analyst,Bachelor's,46890.42,5,3,3,38.6,No,2.8,3,3,44,Married,No
EMP-2039,42,Female,Engineering,Senior Engineer,Master's,97052.14,19,5,4,55.2,Yes,1.6,4,1,44,Single,No
EMP-2040,41,Female,Marketing,Analyst,Bachelor's,51242.28,2,2,6,49.2,No,3.3,3,3,19,Divorced,No
EMP-2041,28,Male,Finance,Analyst,PhD,41630.22,2,1,9,57.0,Yes,1.8,3,1,29,Married,No
EMP-2042,44,Male,Marketing,Associate,Master's,36723.46,1,0,9,42.3,No,3.9,3,3,26,Married,Yes
EMP-2043,42,Male,Engineering,Associate,Master's,37238.42,0,0,8,42.4,No,1.1,3,1,42,Married,Yes
EMP-2044,37,Female,Engineering,Manager,Master's,103490.52,0,0,3,43.1,No,1.6,4,4,15,Divorced,Yes
EMP-2045,30,Other,Sales,Analyst,Master's,42247.78,1,0,5,35.4,No,1.8,3,4,46,Single,No
EMP-2046,29,Female,Sales,Team Lead,Master's,81002.73,18,8,6,39.2,No,3.5,4,1,28,Married,No
EMP-2047,32,Other,HR,Manager,Bachelor's,77952.16,4,0,10,59.9,Yes,3.3,5,1,1,Married,No
EMP-2048,40,Female,Finance,Analyst,Master's,41711.04,1,0,4,41.2,No,1.3,4,2,16,Married,No
EMP-2049,28,Other,Finance,Analyst,Bachelor's,44578.47,2,0,10,35.5,No,4.4,1,2,8,Married,No
EMP-2050,40,Male,Marketing,Analyst,High School,43305.89,1,1,8,42.0,No,4.3,4,4,41,Divorced,No
EMP-2051,26,Male,Engineering,Manager,Master's,103123.72,3,0,7,45.2,Yes,1.0,4,2,21,Married,No
EMP-2052,34,Male,Sales,Analyst,High School,39446.95,2,1,8,48.7,Yes,1.0,3,4,24,Married,Yes
EMP-2053,37,Male,Sales,Analyst,Master's,58901.77,11,7,8,36.7,No,2.4,3,3,18,Married,No
EMP-2054,56,Male,Engineering,Manager,Bachelor's,104335.65,19,10,7,54.8,Yes,1.0,3,1,36,Married,No
EMP-2055,25,Male,Engineering,Executive,Bachelor's,142013.74,2,1,7,55.6,Yes,3.0,3,2,50,Divorced,Yes
EMP-2056,48,Other,Sales,Analyst,Master's,57938.67,7,7,4,40.3,No,3.0,2,1,44,Married,No
EMP-2057,37,Male,Engineering,Manager,High School,78264.69,4,3,5,55.0,Yes,1.6,3,1,50,Single,Yes
EMP-2058,39,Other,HR,Analyst,Master's,56045.75,5,4,6,44.0,No,3.9,4,5,15,Single,No
EMP-2059,37,Female,Engineering,Team Lead,Master's,62277.0,3,0,9,45.6,No,2.2,3,5,34,Married,No
EMP-2060,40,Female,Engineering,Team Lead,Master's,78844.34,9,9,7,58.4,Yes,3.9,3,1,32,Married,No
EMP-2061,35,Female,Engineering,Team Lead,Bachelor's,73363.34,8,2,10,57.3,No,3.6,5,4,16,Married,No
EMP-2062,48,Male,Marketing,Analyst,Master's,54666.32,4,0,7,44.4,No,2.4,3,5,43,Single,No
EMP-2063,32,Female,HR,Analyst,Bachelor's,42218.45,4,0,5,47.2,No,3.2,2,5,46,Single,No
EMP-2064,45,Male,Sales,Executive,Bachelor's,131774.04,1,1,6,42.2,No,2.0,3,5,48,Married,No
EMP-2065,31,Other,Engineering,Analyst,Bachelor's,45739.61,1,1,7,47.9,Yes,3.7,3,1,50,Married,Yes
EMP-2066,36,Male,Operations,Executive,Bachelor's,138728.81,1,0,9,52.0,Yes,2.0,4,1,9,Single,Yes
EMP-2067,27,Male,HR,Analyst,Bachelor's,44407.88,0,0,3,37.3,No,4.6,2,4,8,Married,No
EMP-2068,40,Female,Marketing,Associate,Bachelor's,37876.24,2,2,3,58.0,Yes,4.0,5,1,35,Married,No
EMP-2069,48,Female,HR,Analyst,Bachelor's,41805.69,4,1,3,53.0,Yes,2.6,5,1,37,Divorced,No
EMP-2070,35,Male,Finance,Manager,Master's,98862.62,8,5,1,37.4,No,3.9,3,5,22,Single,No
EMP-2071,34,Female,Operations,Senior Engineer,Bachelor's,61845.94,0,0,7,56.7,Yes,2.7,4,3,9,Divorced,Yes
EMP-2072,27,Male,Sales,Associate,Bachelor's,36718.5,4,2,10,53.6,Yes,1.0,4,1,15,Married,No
EMP-2073,34,Female,Marketing,Manager,Bachelor's,102961.78,13,6,7,42.8,No,4.8,4,3,7,Married,No
EMP-2074,23,Male,Engineering,Manager,Bachelor's,107738.81,2,2,1,48.0,Yes,2.0,3,2,8,Single,No
EMP-2075,29,Male,Marketing,Executive,Master's,150000.0,1,1,4,56.5,Yes,3.5,4,1,10,Married,Yes
EMP-2076,38,Male,Sales,Manager,PhD,110593.54,7,5,10,59.2,Yes,2.8,2,1,30,Married,Yes
EMP-2077,47,Male,Engineering,Executive,Master's,150000.0,3,3,1,42.0,Yes,1.0,1,2,26,Married,Yes
EMP-2078,58,Male,Operations,Director,Master's,125732.58,5,5,7,51.3,Yes,1.5,5,2,17,Married,Yes
EMP-2079,31,Male,Operations,Analyst,High School,41630.09,2,1,5,56.5,Yes,1.0,3,3,28,Married,No
EMP-2080,47,Male,Engineering,Associate,PhD,42253.61,4,2,10,59.7,Yes,1.0,3,3,34,Married,No
EMP-2081,38,Male,Operations,Executive,Bachelor's,136283.87,15,2,6,36.8,Yes,3.2,3,1,5,Single,No
EMP-2082,35,Female,Sales,Associate,Bachelor's,34525.45,2,2,6,47.6,Yes,1.0,5,3,15,Married,Yes
EMP-2083,39,Male,Sales,Manager,Bachelor's,91899.16,7,7,8,56.8,Yes,4.3,3,2,11,Single,No
EMP-2084,36,Female,Operations,Analyst,High School,49033.81,5,5,9,35.1,No,2.8,3,1,1,Divorced,No
EMP-2085,37,Other,Sales,Manager,Master's,99738.2,8,6,6,45.9,No,3.0,4,5,6,Divorced,No
EMP-2086,33,Male,Sales,Associate,Bachelor's,34696.44,8,7,8,49.6,Yes,1.6,3,2,39,Single,Yes
EMP-2087,25,Other,Marketing,Team Lead,Bachelor's,65507.68,4,3,9,48.2,Yes,1.0,3,3,44,Single,Yes
EMP-2088,24,Male,Engineering,Analyst,Bachelor's,52892.74,13,2,6,53.3,Yes,2.5,4,2,9,Single,Yes
EMP-2089,41,Male,Sales,Manager,PhD,96481.32,0,0,8,36.6,No,2.4,5,2,39,Married,No
EMP-2090,34,Female,Sales,Associate,Master's,32316.51,0,0,4,54.6,Yes,2.7,4,1,13,Divorced,Yes
EMP-2091,31,Female,Marketing,Team Lead,PhD,70607.57,0,0,4,42.1,Yes,2.6,2,1,7,Married,No
EMP-2092,36,Female,Engineering,Analyst,Master's,48522.46,4,1,1,55.6,Yes,1.0,3,2,12,Single,No
EMP-2093,42,Male,Engineering,Manager,PhD,97248.62,1,1,7,45.5,No,2.8,4,4,46,Single,No
EMP-2094,37,Female,Marketing,Associate,Bachelor's,37028.86,4,2,3,36.1,No,2.2,3,4,18,Single,Yes
EMP-2095,31,Male,Engineering,Senior Engineer,Bachelor's,72714.91,5,4,9,59.1,Yes,1.1,4,1,38,Married,No
EMP-2096,46,Male,Sales,Analyst,Bachelor's,45814.54,4,3,10,54.5,Yes,3.4,3,1,25,Married,No
EMP-2097,49,Male,Marketing,Director,Bachelor's,118205.48,2,2,9,43.7,No,1.0,5,4,22,Married,No
EMP-2098,40,Other,Finance,Analyst,Master's,49783.42,4,3,3,41.8,No,2.1,3,5,41,Married,Yes
EMP-2099,44,Male,Engineering,Team Lead,High School,72463.66,6,0,7,49.7,No,3.1,5,2,50,Divorced,Yes
EMP-2100,46,Female,Operations,Associate,Bachelor's,38705.56,10,3,8,59.7,Yes,1.7,3,1,33,Married,No
EMP-2101,45,Female,Marketing,Team Lead,Master's,60334.43,1,0,6,42.3,Yes,3.5,4,4,43,Married,No
EMP-2102,41,Female,Sales,Associate,Bachelor's,34940.11,9,6,6,58.7,No,4.4,3,1,8,Divorced,No
EMP-2103,41,Female,Finance,Manager,High School,73522.01,4,1,5,43.3,Yes,3.2,4,2,46,Married,No
EMP-2104,40,Female,Marketing,Associate,Bachelor's,30821.93,0,0,4,52.6,Yes,2.1,3,1,10,Divorced,No
EMP-2105,27,Male,Marketing,Analyst,Master's,52314.79,3,3,6,44.5,No,2.7,1,2,10,Single,No
EMP-2106,42,Male,HR,Analyst,Bachelor's,41909.82,3,1,10,37.1,No,1.1,3,2,43,Married,Yes
EMP-2107,25,Female,Marketing,Associate,Bachelor's,34053.15,4,2,3,58.4,Yes,3.0,3,2,25,Single,No
EMP-2108,30,Male,Operations,Team Lead,Bachelor's,69992.75,4,4,1,39.1,No,2.7,5,2,13,Married,No
EMP-2109,46,Male,HR,Senior Engineer,Master's,89334.16,13,4,1,58.6,Yes,1.1,4,1,2,Single,No
EMP-2110,43,Male,Finance,Manager,Bachelor's,90843.74,3,0,6,37.6,No,3.4,4,2,11,Single,No
EMP-2111,48,Male,Marketing,Director,High School,91728.41,4,1,3,41.7,No,4.0,3,1,42,Single,No
EMP-2112,34,Male,Operations,Team Lead,PhD,70420.78,1,0,5,58.0,Yes,2.2,3,2,1,Married,No
EMP-2113,27,Male,Operations,Associate,Master's,34953.66,3,2,10,51.5,No,1.6,3,3,47,Married,No
EMP-2114,34,Other,Engineering,Senior Engineer,Bachelor's,84196.89,10,7,1,39.7,No,4.7,3,4,39,Married,No
EMP-2115,37,Male,Engineering,Analyst,Bachelor's,42779.04,4,2,2,49.8,Yes,1.0,4,2,11,Married,No
EMP-2116,37,Other,HR,Analyst,Bachelor's,52823.75,2,1,3,39.5,No,4.9,4,1,37,Divorced,No
EMP-2117,45,Other,Sales,Executive,Master's,126991.0,1,1,5,56.9,Yes,1.5,3,1,26,Divorced,No
EMP-2118,33,Male,HR,Manager,Bachelor's,92696.04,2,0,7,36.2,No,4.8,1,4,18,Single,No
EMP-2119,39,Female,Finance,Associate,PhD,42992.43,2,0,2,48.2,Yes,3.7,2,2,26,Married,No
EMP-2120,28,Female,Operations,Team Lead,Master's,68650.61,1,1,2,36.6,No,2.6,3,4,1,Married,No
EMP-2121,40,Female,Sales,Analyst,Master's,61948.6,19,9,1,52.4,Yes,2.9,1,1,45,Married,Yes
EMP-2122,36,Male,Marketing,Manager,High School,88713.64,2,1,9,58.4,No,1.4,3,2,40,Married,No
EMP-2123,30,Male,Engineering,Senior Engineer,Master's,94820.1,1,0,1,55.8,Yes,1.0,2,1,9,Married,No
EMP-2124,34,Male,HR,Associate,Master's,36465.16,2,2,7,44.3,No,2.4,2,5,5,Single,No
EMP-2125,35,Female,Engineering,Analyst,Master's,49334.92,1,0,6,40.9,No,3.4,4,1,22,Married,No
EMP-2126,34,Other,HR,Associate,High School,32115.15,8,6,2,38.0,No,1.0,5,2,24,Married,No
EMP-2127,50,Female,HR,Manager,Master's,84028.56,2,2,6,56.8,Yes,2.3,3,2,39,Married,No
EMP-2128,35,Female,Marketing,Analyst,Master's,49778.35,0,0,3,37.0,No,4.9,3,1,43,Married,No
EMP-2129,34,Other,Marketing,Analyst,PhD,55425.16,3,3,6,50.7,Yes,3.5,3,1,4,Single,No
EMP-2130,22,Female,Sales,Senior Engineer,Master's,74067.92,6,0,2,44.2,No,1.9,4,1,13,Single,No
EMP-2131,29,Male,Engineering,Executive,Bachelor's,136815.38,0,0,7,59.9,No,3.1,4,2,30,Single,No
EMP-2132,34,Female,Engineering,Analyst,Bachelor's,46346.55,2,0,8,47.7,No,1.7,4,2,19,Single,No
EMP-2133,31,Male,Operations,Team Lead,Master's,67537.34,5,3,1,48.7,No,2.1,4,1,50,Single,No
EMP-2134,47,Male,Operations,Manager,PhD,93685.64,1,1,6,57.9,Yes,3.7,5,1,34,Married,No
EMP-2135,35,Female,Sales,Associate,Master's,37778.79,1,1,7,59.2,Yes,4.2,1,1,17,Married,No
EMP-2136,46,Other,Engineering,Analyst,Bachelor's,53388.01,5,3,1,49.6,Yes,1.2,3,1,34,Married,Yes
EMP-2137,36,Male,Sales,Associate,High School,39778.65,19,1,8,54.9,Yes,1.1,3,1,22,Married,No
EMP-2138,36,Male,Marketing,Associate,Master's,39395.23,2,2,6,50.9,Yes,1.6,3,1,24,Single,No
EMP-2139,35,Male,Sales,Director,Master's,130492.72,11,7,4,45.7,Yes,1.9,2,3,36,Married,No
EMP-2140,36,Male,Engineering,Team Lead,High School,61153.78,10,5,5,36.4,Yes,1.0,5,4,22,Single,Yes
EMP-2141,50,Male,Sales,Director,Bachelor's,120541.32,3,2,7,52.9,Yes,1.0,4,2,35,Divorced,Yes
EMP-2142,22,Female,Engineering,Team Lead,PhD,66598.13,3,0,7,52.5,Yes,1.9,5,2,21,Single,Yes
EMP-2143,22,Female,Sales,Manager,Bachelor's,83867.53,0,0,8,37.9,No,1.9,5,4,30,Married,Yes
EMP-2144,32,Male,Engineering,Team Lead,Bachelor's,63831.49,1,1,1,40.8,No,4.4,4,4,25,Divorced,Yes
EMP-2145,36,Male,Marketing,Team Lead,Bachelor's,60313.49,0,0,8,53.3,No,4.0,5,3,29,Married,No
EMP-2146,42,Male,HR,Analyst,Bachelor's,58661.45,20,0,1,38.7,No,3.1,4,4,18,Married,No
EMP-2147,40,Male,Engineering,Senior Engineer,Bachelor's,79372.96,7,6,7,52.3,Yes,1.9,3,1,6,Married,No
EMP-2148,33,Female,HR,Manager,Master's,88086.05,2,2,4,52.9,Yes,3.2,4,2,13,Single,No
EMP-2149,44,Female,Sales,Associate,Master's,33585.26,2,2,1,43.8,No,1.7,5,5,18,Married,No
EMP-2150,44,Female,Finance,Manager,Master's,96050.97,5,4,7,41.5,No,4.5,4,3,16,Divorced,No
EMP-2151,37,Male,Operations,Associate,Master's,49298.65,16,10,6,44.3,No,1.2,4,2,22,Divorced,No
EMP-2152,44,Female,Engineering,Manager,High School,86015.06,4,0,7,44.0,No,4.7,3,3,24,Married,No
EMP-2153,38,Male,Operations,Associate,Bachelor's,33050.97,2,1,4,50.2,Yes,1.0,4,1,13,Married,No
EMP-2154,32,Male,Marketing,Associate,Bachelor's,34916.5,6,4,3,53.6,Yes,3.4,3,1,20,Married,No
EMP-2155,42,Other,Marketing,Associate,High School,29813.03,2,2,7,56.5,Yes,1.0,4,3,15,Married,No
EMP-2156,37,Female,Sales,Associate,Master's,42549.15,15,8,3,35.7,No,4.3,4,1,30,Single,No
EMP-2157,36,Other,Sales,Director,Bachelor's,115908.16,2,1,9,53.2,Yes,2.2,4,3,24,Single,No
EMP-2158,48,Other,Engineering,Analyst,Master's,52841.64,1,1,7,42.9,No,1.1,3,3,32,Single,Yes
EMP-2159,22,Female,Operations,Analyst,Bachelor's,54303.52,3,0,10,56.0,Yes,3.3,4,1,22,Married,No
EMP-2160,25,Other,Marketing,Analyst,Bachelor's,44159.86,5,1,1,36.9,No,1.4,3,3,50,Single,No
EMP-2161,27,Male,Sales,Executive,Bachelor's,145125.91,3,1,6,48.8,No,3.2,3,5,25,Single,No
EMP-2162,33,Male,HR,Manager,Bachelor's,89952.98,3,3,6,48.7,No,2.3,2,1,31,Single,Yes
EMP-2163,34,Male,Engineering,Analyst,Master's,48836.79,3,3,9,43.2,No,4.0,4,3,23,Divorced,Yes
EMP-2164,24,Male,Engineering,Senior Engineer,Master's,74819.6,3,2,5,59.3,Yes,3.1,2,1,37,Single,No
EMP-2165,28,Male,Marketing,Team Lead,Bachelor's,67397.76,6,0,10,37.7,No,2.9,3,3,28,Single,No
EMP-2166,29,Male,HR,Executive,Master's,150000.0,0,0,3,38.4,No,4.0,5,4,5,Married,No
EMP-2167,56,Female,Finance,Manager,Master's,100211.48,6,5,9,51.1,No,4.7,3,4,37,Single,No
EMP-2168,50,Female,Marketing,Analyst,Bachelor's,41847.38,1,0,6,47.9,Yes,2.9,5,1,39,Divorced,No
EMP-2169,33,Female,Marketing,Analyst,High School,39496.75,0,0,10,41.6,No,2.3,3,4,21,Divorced,No
EMP-2170,33,Male,Finance,Analyst,Bachelor's,39986.59,0,0,3,42.6,No,2.9,3,3,26,Married,No
EMP-2171,27,Female,Engineering,Team Lead,High School,58386.33,4,3,3,38.9,No,1.9,4,3,1,Married,No
EMP-2172,22,Male,Marketing,Senior Engineer,Master's,98306.04,13,4,6,56.7,Yes,2.3,3,1,44,Married,Yes
EMP-2173,35,Male,Marketing,Senior Engineer,Bachelor's,67538.33,0,0,6,49.2,Yes,1.2,5,4,39,Single,No
EMP-2174,28,Male,Engineering,Team Lead,Bachelor's,48098.56,5,4,2,41.1,No,4.2,3,1,49,Single,No
EMP-2175,35,Male,Engineering,Senior Engineer,Master's,96470.56,14,2,7,44.8,No,3.4,4,1,30,Single,No
EMP-2176,23,Male,Engineering,Executive,Bachelor's,143808.59,9,1,5,57.7,Yes,2.8,3,2,12,Single,No
EMP-2177,30,Female,Engineering,Analyst,Master's,46470.95,2,0,2,57.2,Yes,1.0,4,1,15,Married,Yes
EMP-2178,37,Female,HR,Analyst,High School,42078.66,8,8,6,36.7,No,1.0,3,1,47,Single,No
EMP-2179,39,Female,Engineering,Team Lead,Bachelor's,63373.78,1,0,7,51.4,Yes,3.5,4,2,3,Single,No
EMP-2180,39,Male,Marketing,Analyst,High School,47401.01,15,3,1,38.8,No,3.2,2,2,34,Married,No
EMP-2181,25,Female,Engineering,Associate,Bachelor's,35456.38,0,0,10,40.3,No,4.7,4,5,4,Married,No
EMP-2182,43,Female,Engineering,Executive,Bachelor's,148450.49,3,1,7,56.6,Yes,2.1,3,3,37,Single,No
EMP-2183,30,Male,Sales,Team Lead,Master's,65539.63,1,1,3,57.4,Yes,1.0,3,1,30,Single,No
EMP-2184,41,Female,Engineering,Team Lead,Master's,67044.82,4,1,8,37.1,No,3.8,4,3,24,Single,No
EMP-2185,36,Male,Operations,Analyst,Master's,48490.4,0,0,9,56.8,Yes,2.4,3,1,36,Single,Yes
EMP-2186,25,Male,Sales,Associate,High School,30540.59,2,2,10,53.2,No,1.3,4,3,18,Married,No
EMP-2187,33,Male,Engineering,Team Lead,PhD,67008.43,6,6,8,54.4,Yes,2.9,4,3,29,Divorced,No
EMP-2188,39,Female,Engineering,Manager,High School,86484.62,0,0,3,54.8,Yes,1.0,2,2,41,Married,No
EMP-2189,41,Male,Sales,Senior Engineer,Master's,114615.86,26,7,2,47.7,No,2.0,4,1,23,Married,No
EMP-2190,35,Male,Marketing,Analyst,Master's,48993.43,4,1,3,58.7,Yes,1.0,3,1,2,Married,Yes
EMP-2191,48,Male,Finance,Manager,Master's,76202.04,0,0,9,40.0,No,3.5,4,4,50,Married,No
EMP-2192,44,Other,Sales,Analyst,Bachelor's,44665.83,2,1,4,47.6,No,3.9,3,2,28,Single,No
EMP-2193,34,Male,Marketing,Team Lead,Master's,70442.94,8,6,4,43.0,No,1.9,3,3,22,Single,No
EMP-2194,42,Male,Sales,Team Lead,Master's,65680.17,0,0,9,55.6,Yes,2.8,4,1,4,Married,No
EMP-2195,51,Male,Finance,Executive,Bachelor's,118972.99,6,0,3,37.1,No,4.0,5,3,5,Married,No
EMP-2196,52,Female,HR,Analyst,Master's,49650.57,5,4,5,45.8,Yes,1.8,5,1,13,Single,Yes
EMP-2197,26,Female,Engineering,Analyst,High School,39264.03,1,0,3,54.3,Yes,1.0,4,1,47,Single,Yes
EMP-2198,29,Other,Marketing,Analyst,Bachelor's,49821.67,10,9,4,42.8,Yes,1.0,2,1,37,Married,Yes
EMP-2199,48,Male,Finance,Analyst,Master's,54156.91,10,6,6,41.0,No,1.7,3,4,21,Single,No
EMP-2200,28,Male,Sales,Analyst,Master's,48923.65,1,1,8,41.6,No,4.8,3,4,38,Married,No
EMP-2201,25,Female,Operations,Team Lead,Bachelor's,72952.19,5,0,3,52.8,Yes,3.7,4,3,20,Married,No
EMP-2202,32,Male,Operations,Team Lead,Bachelor's,62357.88,5,0,1,42.2,No,1.3,3,1,45,Married,No
EMP-2203,39,Female,Engineering,Analyst,Bachelor's,42016.51,2,0,7,45.1,Yes,2.3,5,1,17,Single,Yes
EMP-2204,35,Female,Finance,Associate,Bachelor's,28866.45,1,1,6,48.6,Yes,1.3,3,1,36,Single,Yes
EMP-2205,31,Male,Marketing,Executive,Bachelor's,134198.83,4,4,7,58.5,Yes,1.0,2,1,22,Married,No
EMP-2206,31,Other,HR,Associate,Bachelor's,30619.23,3,3,5,54.9,Yes,1.6,4,1,34,Married,No
EMP-2207,30,Female,HR,Analyst,Master's,54012.67,3,1,8,39.6,No,1.5,3,1,10,Single,No
EMP-2208,29,Male,Operations,Manager,Bachelor's,83093.69,1,0,7,57.1,Yes,1.0,1,1,48,Single,Yes
EMP-2209,54,Male,Marketing,Team Lead,Bachelor's,65047.01,0,0,8,56.1,Yes,1.0,4,1,15,Married,No
EMP-2210,38,Male,HR,Director,Bachelor's,137645.91,8,3,8,53.6,No,2.6,5,3,27,Married,No
EMP-2211,43,Female,Engineering,Senior Engineer,High School,68669.43,9,8,5,47.9,No,2.9,3,3,35,Divorced,No
EMP-2212,32,Male,Sales,Manager,Bachelor's,87426.09,6,1,4,36.7,Yes,2.5,3,1,33,Married,No
EMP-2213,35,Male,Operations,Director,Bachelor's,127196.19,3,2,6,52.8,Yes,1.2,3,1,28,Married,No
EMP-2214,30,Female,Marketing,Associate,Bachelor's,35007.01,3,2,7,48.0,Yes,1.8,4,3,44,Married,Yes
EMP-2215,22,Male,Engineering,Analyst,Bachelor's,47210.79,2,1,6,42.7,No,2.7,3,5,49,Single,No
EMP-2216,25,Male,Operations,Executive,Master's,150000.0,1,0,6,35.2,No,4.9,4,5,39,Married,No
EMP-2217,22,Female,Finance,Analyst,Master's,62245.57,14,7,4,40.8,No,1.3,3,3,10,Married,No
EMP-2218,22,Male,HR,Team Lead,Bachelor's,63423.43,1,1,2,50.1,No,3.3,5,2,39,Single,No
EMP-2219,26,Male,Engineering,Associate,Bachelor's,36686.39,0,0,5,37.8,No,1.8,4,5,26,Divorced,No
EMP-2220,47,Male,HR,Associate,High School,30283.73,1,0,9,51.4,Yes,1.3,4,3,27,Married,No
EMP-2221,36,Male,Engineering,Team Lead,Bachelor's,64904.38,2,1,8,55.5,Yes,2.4,3,3,48,Single,Yes
EMP-2222,46,Male,Sales,Analyst,Master's,48740.88,2,0,8,43.0,Yes,2.6,3,1,27,Married,No
EMP-2223,39,Female,Marketing,Executive,Master's,150000.0,3,0,8,37.0,Yes,3.6,3,2,43,Divorced,No
EMP-2224,42,Other,Operations,Director,High School,105721.15,8,5,10,38.5,No,3.0,4,1,33,Divorced,No
EMP-2225,29,Male,Sales,Executive,Bachelor's,143357.44,17,5,3,43.9,No,2.0,3,1,5,Married,No
EMP-2226,40,Other,Operations,Associate,Bachelor's,37333.68,5,1,8,55.3,Yes,2.8,2,1,36,Divorced,No
EMP-2227,42,Female,Operations,Manager,Bachelor's,93951.19,16,0,1,50.9,Yes,1.1,3,3,25,Divorced,No
EMP-2228,31,Female,Engineering,Director,PhD,120135.27,1,1,3,56.7,Yes,1.6,2,1,28,Married,No
EMP-2229,40,Female,Engineering,Manager,Bachelor's,99024.91,6,5,1,59.9,Yes,3.9,3,1,16,Divorced,No
EMP-2230,41,Female,Marketing,Manager,High School,82009.64,1,1,5,40.1,No,2.6,4,5,10,Married,Yes
EMP-2231,32,Female,Finance,Analyst,Bachelor's,46645.89,6,0,2,52.4,Yes,2.6,4,1,38,Married,Yes
EMP-2232,27,Male,Sales,Executive,Bachelor's,101337.51,1,0,4,46.7,Yes,1.0,3,1,13,Married,No
EMP-2233,27,Female,Marketing,Analyst,Bachelor's,46565.16,1,0,2,47.3,Yes,1.0,4,3,5,Married,Yes
EMP-2234,37,Male,Marketing,Associate,Bachelor's,35270.25,1,0,1,43.1,No,4.9,1,2,25,Single,No
EMP-2235,39,Male,Marketing,Director,Bachelor's,119702.6,3,1,5,43.6,No,1.7,5,2,36,Married,Yes
EMP-2236,30,Female,Marketing,Director,High School,114662.34,7,5,5,51.9,Yes,1.5,4,3,11,Divorced,Yes
EMP-2237,36,Male,Engineering,Executive,Master's,141910.4,0,0,5,50.5,Yes,1.7,3,1,19,Married,Yes
